pais,zona,localidad,localidad_id,anio,semana,estacion,anio_objetivo,semana_objetivo,parasitos_totales,parasitos_totales_t1,prediccion_rf,prediccion_base_persistencia,error_rf,error_abs_rf
Chile,Magallanes,120128,120128,2024,3,Verano,2024.0,4.0,15.28,6.409999999999999,7.745769230676731,15.28,-1.335769230676732,1.335769230676732
Chile,Magallanes,120128,120128,2024,4,Verano,2024.0,5.0,6.409999999999999,29.99,5.411176769020742,6.409999999999999,24.578823230979257,24.578823230979257
Chile,Magallanes,120128,120128,2024,5,Verano,2024.0,6.0,29.99,7.31,11.349955304232806,29.99,-4.039955304232806,4.039955304232806
Chile,Magallanes,120128,120128,2024,6,Verano,2024.0,7.0,7.31,7.78,6.204459176286677,7.31,1.5755408237133235,1.5755408237133235
Chile,Magallanes,120128,120128,2024,7,Verano,2024.0,8.0,7.78,7.5,7.357838059163064,7.78,0.14216194083693612,0.14216194083693612
Chile,Magallanes,120128,120128,2024,8,Verano,2024.0,9.0,7.5,7.32,6.239062088744594,7.5,1.0809379112554067,1.0809379112554067
Chile,Magallanes,120128,120128,2024,9,Verano,2024.0,10.0,7.32,11.75,6.180624215969218,7.32,5.569375784030782,5.569375784030782
Chile,Magallanes,120128,120128,2024,10,Verano,2024.0,11.0,11.75,18.88,7.176299518999524,11.75,11.703700481000475,11.703700481000475
Chile,Magallanes,120128,120128,2024,11,Verano,2024.0,12.0,18.88,13.93,8.555740806878315,18.88,5.374259193121684,5.374259193121684
Chile,Magallanes,120128,120128,2024,12,Verano,2024.0,13.0,13.93,6.879999999999999,8.222638204665705,13.93,-1.3426382046657057,1.3426382046657057
Chile,Magallanes,120128,120128,2024,13,Verano,2024.0,14.0,6.879999999999999,5.35,6.540812940115439,6.879999999999999,-1.190812940115439,1.190812940115439
Chile,Magallanes,120128,120128,2024,14,Otoño,2024.0,15.0,5.35,8.45,6.232089866663835,5.35,2.217910133336164,2.217910133336164
Chile,Magallanes,120128,120128,2024,15,Otoño,2024.0,16.0,8.45,9.23,7.912923459595956,8.45,1.3170765404040443,1.3170765404040443
Chile,Magallanes,120128,120128,2024,16,Otoño,2024.0,17.0,9.23,12.14,8.56416105699855,9.23,3.5758389430014503,3.5758389430014503
Chile,Magallanes,120128,120128,2024,17,Otoño,2024.0,18.0,12.14,7.71,9.387635898268396,12.14,-1.677635898268396,1.677635898268396
Chile,Magallanes,120128,120128,2024,18,Otoño,2024.0,19.0,7.71,8.649999999999999,8.373419704184707,7.71,0.2765802958152914,0.2765802958152914
