pais,zona,localidad,localidad_id,anio,semana,estacion,anio_objetivo,semana_objetivo,parasitos_totales,parasitos_totales_t1,prediccion_rf,prediccion_base_persistencia,error_rf,error_abs_rf
Chile,Aysén,110758,110758,2024,25,Otoño,2024.0,26.0,5.6,4.1,5.144676534391535,5.6,-1.0446765343915354,1.0446765343915354
Chile,Aysén,110758,110758,2024,26,Otoño,2024.0,27.0,4.1,0.99,5.199950238095238,4.1,-4.209950238095238,4.209950238095238
Chile,Aysén,110758,110758,2024,27,Invierno,2024.0,28.0,0.99,1.62,1.3382683495503467,0.99,0.2817316504496534,0.2817316504496534
Chile,Aysén,110758,110758,2024,28,Invierno,2024.0,29.0,1.62,0.84,1.9487764891395147,1.62,-1.1087764891395149,1.1087764891395149
Chile,Aysén,110758,110758,2024,29,Invierno,2024.0,30.0,0.84,2.8,1.0741809609399313,0.84,1.7258190390600685,1.7258190390600685
Chile,Magallanes,120128,120128,2022,52,Primavera,2023.0,1.0,0.0,0.0,0.013798951817933025,0.0,-0.013798951817933025,0.013798951817933025
Chile,Magallanes,120128,120128,2023,1,Verano,2023.0,2.0,0.0,0.0,0.014388438725099366,0.0,-0.014388438725099366,0.014388438725099366
Chile,Magallanes,120128,120128,2023,2,Verano,2023.0,3.0,0.0,0.0,0.01254121650287714,0.0,-0.01254121650287714,0.01254121650287714
Chile,Magallanes,120128,120128,2023,3,Verano,2023.0,4.0,0.0,0.0,0.01638594642271575,0.0,-0.01638594642271575,0.01638594642271575
Chile,Magallanes,120128,120128,2023,4,Verano,2023.0,5.0,0.0,0.0,0.016047203036472366,0.0,-0.016047203036472366,0.016047203036472366
Chile,Magallanes,120128,120128,2023,5,Verano,2023.0,6.0,0.0,0.06,0.01770270204627015,0.0,0.04229729795372984,0.04229729795372984
Chile,Magallanes,120128,120128,2023,6,Verano,2023.0,7.0,0.06,0.03,0.08323802247551161,0.06,-0.05323802247551161,0.05323802247551161
Chile,Magallanes,120128,120128,2023,7,Verano,2023.0,8.0,0.03,0.16,0.023465679415872517,0.03,0.13653432058412748,0.13653432058412748
Chile,Magallanes,120128,120128,2023,8,Verano,2023.0,9.0,0.16,0.08,0.3879231684981687,0.16,-0.3079231684981687,0.3079231684981687
Chile,Magallanes,120128,120128,2023,9,Verano,2023.0,10.0,0.08,0.18,0.21125500376615086,0.08,-0.03125500376615087,0.03125500376615087
Chile,Magallanes,120128,120128,2023,10,Verano,2023.0,11.0,0.18,0.18,0.37182574837199833,0.18,-0.19182574837199834,0.19182574837199834
Chile,Magallanes,120128,120128,2023,11,Verano,2023.0,12.0,0.18,0.08,0.3875270573870576,0.18,-0.3075270573870576,0.3075270573870576
Chile,Magallanes,120128,120128,2023,12,Verano,2023.0,13.0,0.08,0.35,0.1792354313843266,0.08,0.17076456861567338,0.17076456861567338
Chile,Magallanes,120128,120128,2023,13,Verano,2023.0,14.0,0.35,0.51,0.5513342195767195,0.35,-0.041334219576719455,0.041334219576719455
Chile,Magallanes,120128,120128,2023,14,Otoño,2023.0,15.0,0.51,0.57,1.0530434788359786,0.51,-0.48304347883597865,0.48304347883597865
Chile,Magallanes,120128,120128,2023,15,Otoño,2023.0,16.0,0.57,0.65,1.0659565476190473,0.57,-0.4159565476190473,0.4159565476190473
